,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,monthly_revenue
6365,1011455554195865812,Rental unit in Vancouver · ★New · 1 bedroom · 2 beds · 1 bath,"Location: Nestled in the city's bustling downtown core, 58 Keefer Place benefits from its proximity to a diverse range of shops, restaurants, cultural attractions, and recreational facilities. Residents and visitors are just steps away from some of Vancouver's most iconic landmarks, including Rogers Arena, BC Place Stadium, and the historic Chinatown district.<br /><br />Public Transit: The address enjoys excellent connectivity through public transit. Stadium-Chinatown SkyTrain Station, which serves as a major transportation hub, is nearby. From here, you can easily access the Expo Line and Canada Line, making it convenient to explore the entire city, including the Vancouver International Airport.<br /><br />Walkability: The area surrounding 58 Keefer Place is highly walkable. Wide sidewalks and pedestrian-friendly streets make it a joy to explore the neighborhood on foot. Whether you're strolling through the vibrant streets of Chinatown or heading to nearby parks like Andy Livingstone",349804247,El,within an hour,99%,100%,f,66,72,"Vancouver, British Columbia, Canada",Downtown,49.27782674375617,-123.10845780077148,Entire rental unit,Entire home/apt,4,,,2.0,[],$103.00,2,90,2.0,90.0,17,47,72,112,0,0,,,,,,,,t,43,,2001
5184,895851315817116573,Home in Vancouver · 1 bedroom · 1 bed · 1 bath,,473893690,Kun,within an hour,100%,78%,t,14,19,,Arbutus Ridge,49.24047647023931,-123.1566075729146,Private room in home,Private room,1,,,1.0,[],$98.00,7,365,7.0,365.0,29,59,89,364,0,0,,,,,,,,f,7,,1146
2355,43390903,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Enjoy BC Place nearby, close proximity to the Waterfront or stroll North a few blocks to access more amenities on Beatty Street and Cambie. RentSmart is a full-service provider of Vancouver Investment Real Estate Services. Our services include full property management in the Vancouver area.",95217850,Mauricio,within a day,97%,51%,f,43,44,"Vancouver, British Columbia, Canada",Downtown,49.27543,-123.11574,Entire rental unit,Entire home/apt,4,,,1.0,[],$115.00,30,1125,30.0,1125.0,18,48,77,77,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,f,42,0.07,3067
2442,45256217,Boutique hotel in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,"Our property is located on the corner of Homer and Pender Streets just 3 blocks from Gastown, 4 blocks from Chinatown and less than a 5 minute walk to Rogers Arena. Granville Street is 3 blocks west and Robson is 3 blocks south.",48804113,Adrian,within an hour,95%,95%,f,6,11,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28309,-123.11122,Room in boutique hotel,Private room,2,,,1.0,[],$158.00,1,7,1.0,805.2,28,58,88,168,35,10,4.86,4.89,5.0,4.89,4.86,4.86,4.69,f,6,0.88,1479
5194,897831247006282166,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Coal Harbour is one of the best neighborhood in Vancouver! You are within walking distance to the seawall, English Bay beach, Stanley Park, and beautiful shopping areas.",7487305,Katrina + Alex,within an hour,100%,88%,f,2,2,"Vancouver, British Columbia, Canada",West End,49.28691,-123.12607,Entire rental unit,Entire home/apt,4,,,1.0,[],$175.00,2,60,1.6,60.0,17,29,58,63,11,11,5.0,5.0,4.91,4.73,5.0,5.0,4.82,f,1,2.09,1754
464,10618317,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,"This location is far enough from the downtown core that you’ll have a quiet nights sleep but also have super easy to access downtown, Commercial Drive, Main Street, and Yeast Van in a single bus trip with no transfers.  <br /><br />Within walking distance is: <br /><br />Chau Veggie Express - a great vegetarian Asian fusion restaurant<br /><br />Tipper’s - an casual pub with a great bison burger and a delicious baked salmon rice dish.  <br /><br />Cedar Cottage Pub, Cafe, and cold beer and wine store.  Store has a respectable selection of local craft beer.  <br /><br />Save On Foods - a large and fairly standard grocery store. <br /><br />Famous Foods - local produce with a great selection of organic meats to throw on the BBQ.",36640532,Ned & Anita,,,,f,1,1,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.24354,-123.07279,Entire home,Entire home/apt,4,,,1.0,[],,3,21,3.0,1125.0,0,0,0,0,3,0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,f,1,0.04,3605
163,2836478,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2 baths,Yaletown. Rated one of the Best in Vancouver Downtown!,5517192,Fahrah,,,,f,1,2,"Vancouver, British Columbia, Canada",Downtown,49.27293,-123.12547,Entire rental unit,Entire home/apt,4,,,3.0,[],,90,365,90.0,365.0,0,0,0,0,3,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1,0.03,691
5975,973258393610061991,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,"Kitsilano, often called ""Kits,"" is a vibrant and trendy neighborhood located in the west side of Vancouver.<br /><br />Kitsilano is known for its picturesque beaches, parks, and stunning views of the mountains and the ocean. Some of the most popular beaches in Kitsilano include Kitsilano Beach, Jericho Beach, and Spanish Banks Beach. Kitsilano Beach is particularly famous for its outdoor pool, which is open to the public from May to September each year.<br /><br />The neighborhood is also home to a diverse range of shops, restaurants, cafes, and bars, many of which are located along West 4th Avenue, also known as ""Kitsilano's trendy shopping district,” or West Broadway. The area is very lively with plenty of options for entertainment and socializing.<br /><br />Kitsilano is a popular residential area, with a mix of heritage homes, modern condos, and apartments. It attracts a diverse population, including families, young professionals, and students from nearby universities.<br /><br />K",197127241,Jacob,within an hour,100%,97%,t,26,33,"Vancouver, British Columbia, Canada",Kitsilano,49.26463,-123.1608,Entire rental unit,Entire home/apt,2,,,1.0,[],$72.00,30,365,30.0,365.0,9,39,69,249,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,26,1.0,0
5981,973492146002968878,Guest suite in Vancouver · 2 bedrooms · 2 beds · 1 bath,Quiet neighborhood.,331380528,Minh,within an hour,100%,100%,f,2,3,"Vancouver, British Columbia, Canada",Hastings-Sunrise,49.26826345709312,-123.03038740965955,Entire guest suite,Entire home/apt,5,,,2.0,[],$170.00,1,365,1.0,365.0,18,48,78,167,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,0.91,1775
6409,1015209882997342369,Rental unit in Vancouver · ★New · 1 bedroom · 1 bed · 1 bath,,51231052,Adam,within an hour,100%,99%,f,2,9,,Downtown,49.28900364261802,-123.12786767210564,Private room in rental unit,Private room,2,,,1.0,[],$99.00,1,365,1.0,365.0,20,20,20,20,2,2,4.0,4.5,3.5,4.5,4.5,5.0,4.5,t,2,1.82,1176
6632,1036857306166127672,Rental unit in Vancouver · ★New · 1 bedroom · 2 beds · 1 bath,"The area around the building is called the Granville Entertainment District - there is lots to see and do including shopping, dining out, art galleries, parks and the seawall",543492594,Anna,within an hour,100%,100%,f,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27851,-123.12445,Entire rental unit,Entire home/apt,4,,,2.0,[],,1,60,1.1,60.0,26,45,45,45,0,0,,,,,,,,f,1,,3568
2009,37881980,Rental unit in Vancouver · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,"There are some many things that make Yaletown a special place to live, but Have you been to Mainland St? Without a doubt this street is a hub for those who like to try out amazing food in a vibrant environment. There is no shortage of bars, restaurants and things to do on Mainland St. It's one block from the building.",286949497,Shay,,,,f,1,3,"Vancouver, British Columbia, Canada",Downtown,49.27517,-123.11776,Private room in rental unit,Private room,1,,,1.0,[],$104.00,3,30,3.0,30.0,0,0,0,0,6,0,4.0,4.0,4.17,4.5,4.5,4.83,4.0,f,1,0.12,1091
3084,53343134,Home in Vancouver · ★4.33 · 3 bedrooms · 4 beds · 2 baths,"This lane house is located in the Kensington Cedar Cottage neighborhood which has a variety of amenities. <br />It is within a 10-minute walk to Kensington Community Center which has a swimming pool, a fitness center, several arts, and language courses. <br />The house is also centrally located and a short commute to all of Vancouver's major destinations including Downtown, Commercial Drive, Main Street, Burnaby (Metrotown), and Richmond.",431896963,Cindy,,,100%,f,1,1,"Vancouver, British Columbia, Canada",Sunset,49.23169,-123.0771,Entire home,Entire home/apt,8,,,4.0,[],$135.00,30,365,27.2,365.0,13,43,73,214,66,29,4.33,4.21,4.15,4.85,4.86,4.52,4.33,t,1,2.7,2720
900,20090741,Condo in Vancouver · ★3.83 · 1 bedroom · 2 beds · 1 bath,,134758907,Vida,within a few hours,100%,57%,f,12,15,,Downtown,49.29373,-123.13452,Entire condo,Entire home/apt,4,,,2.0,[],$105.00,30,1125,30.0,1125.0,30,50,50,50,6,0,3.83,3.67,3.5,4.83,5.0,4.83,3.67,f,11,0.09,2249
5227,900850391227117636,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,"One of Vancouver’s newest neighbourhoods, Olympic Village was developed to house athletes during the 2010 Winter Olympic Games. The neighbourhood has a large number of modern, sustainable developments and continues to grow as one of the most desirable areas in Vancouver to live. Olympic Village strives to be one of the greenest communities in the world and uses sustainable systems like green roofs and solar heating. Located just outside of downtown Vancouver, residents enjoy the close commute for work or pleasure. Visitors and residents will never get tired of the stunning scenery in this neighbourhood. Stroll along the False Creek Seawall and enjoy gazing at the Vancouver skyline, or stop by Science World at Telus World of Science and Omnimax Theatre to check out the latest exhibits or shows.",18810035,Ally,,,0%,f,1,1,"Vancouver, British Columbia, Canada",Mount Pleasant,49.26999269218653,-123.10175118218493,Entire rental unit,Entire home/apt,2,,,1.0,[],,45,60,43.6,60.0,5,35,65,117,0,0,,,,,,,,f,1,,975
2293,42538952,Home in Vancouver · ★4.44 · 1 bedroom · 1 bed · 1 bath,"Kerrisdale is in the west side of Vancouver with beautiful tree-lined streets and sidewalks.  It has a quiet and calming presence that the city typically does not provide. <br />UBC is a short drive away, as well as the Southlands, where you can ride horses and visit stables less than a 5 minute drive away.<br />Our house is 10 blocks away from plenty of shopping, coffee shops and other trendy stores.",2277072,Mark,within an hour,100%,100%,t,4,15,"Vancouver, British Columbia, Canada",Dunbar Southlands,49.23806,-123.17914,Entire home,Entire home/apt,2,,,1.0,[],$55.00,30,1125,30.0,1125.0,2,9,9,94,9,5,4.44,4.67,4.22,4.67,4.89,4.22,4.56,f,2,0.32,2946
3716,670265633425379347,Home in Vancouver · 2 bedrooms · 2 beds · 1 bath,,468214114,JeZ,within an hour,100%,100%,f,4,5,,Renfrew-Collingwood,49.23807305130774,-123.037925841627,Entire home,Entire home/apt,5,,,2.0,[],$382.00,30,365,30.0,1125.0,0,11,41,316,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,0.27,2282
5544,932454459182243446,Rental unit in Vancouver · 3 bedrooms · 3 beds · 1.5 baths,"In the heart of Kitsilano, one of the nicest areas of Vancouver on the ocean with beautiful beaches and swimmable water.  Lovely walking streets and dedicated bike paths.  The Manor is 2 short blocks to the ocean, 8 minutes by bus to downtown, 10 minutes to UBC and 20 minutes to the airport.  Fantastic shopping with specialty food stores, clothing stores and many restaurants and bars all within walking distance.",524294596,Manfred,within a few hours,100%,0%,f,3,7,"Vancouver, British Columbia, Canada",Kitsilano,49.26846,-123.16751,Entire rental unit,Entire home/apt,6,,,3.0,[],,30,180,30.0,180.0,29,59,89,363,0,0,,,,,,,,f,3,,2148
1764,34574221,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 2 baths,"Since the 2010 Winter Olympics, the False Creek area (AKA OLYMPIC VILLAGE)  has become a hot spot for trendy businesses, restaurants and plenty of green space. Get your snack on, bike around the seawall to Granville Island, Yaletown, Stanley Park, wander the parks and galleries, and drink to your heart’s content—there are plenty of bars and over 20 craft breweries in the area. <br /><br />This area is also super convenient for those wishing to run their everyday errands by foot - there are banks, Urban Fare Supermarket, restaurants, London Drugs and a highly regarded list of trendy restaurants in the area (Tap and Barrel, Craft Restaurant, Wild Tale, Bao Down, Flying PIg etc)",199518544,Vancouver Home Sweet Home,within a day,50%,0%,f,2,4,"Vancouver, British Columbia, Canada",Mount Pleasant,49.27149,-123.10447,Entire condo,Entire home/apt,4,,,2.0,[],$250.00,30,1125,30.0,1125.0,29,59,89,364,7,0,4.86,4.86,5.0,5.0,5.0,5.0,4.86,f,1,0.14,1255
1549,30914254,Rental unit in Vancouver · ★4.77 · Studio · 1 bed · 1 bath,,55694773,Mandeep,within an hour,86%,95%,f,1,1,,Downtown Eastside,49.28159,-123.10816,Entire rental unit,Entire home/apt,3,,,1.0,[],$186.00,3,200,3.0,200.0,22,36,66,232,78,18,4.77,4.9,4.85,4.86,4.96,4.69,4.64,f,1,1.29,1679
3029,52956334,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,,52711774,Osvaldo,,,,f,1,1,,Strathcona,49.2699,-123.10042,Entire condo,Entire home/apt,2,,,1.0,[],,2,1125,2.0,1125.0,0,0,0,0,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.26,2523
5040,880831046117405555,Condo in Vancouver · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,"As the largest Chinatown in Canada, there are lots to see in this historic district after entering through its grand Millennium Gate. Here, you can find not only dim sum restaurants, Chinese grocers, traditional apothecaries, and antique shops, but also modern cocktail bars, cool coffee roasters, and fashion boutiques. Learn more about the area's history at the Chinese Cultural Center, the first museum in Canada devoted to Chinese culture and history, and then stroll through one of the first Chinese gardens built outside China, Dr. Sun Yat-Sen Classical Chinese Garden.",303202135,Felicia,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28083990857471,-123.10526736566167,Entire condo,Entire home/apt,2,,,2.0,[],$169.00,1,1125,1.0,1125.0,16,43,61,61,18,18,4.89,4.94,4.89,4.72,5.0,4.5,4.56,t,1,3.75,2090
2044,38599663,Guest suite in Vancouver · ★4.81 · 1 bedroom · 2 beds · 1 bath,"Conveniently located with access to major tansits through YVR, Downtown, East Vancouver,",294550579,Yanling,within an hour,100%,100%,t,2,2,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.25226,-123.07141,Entire guest suite,Entire home/apt,4,,,2.0,[],$95.00,2,30,2.0,1125.0,7,26,37,37,176,47,4.81,4.91,4.76,4.97,4.94,4.74,4.82,t,2,3.53,129
767,18034711,Rental unit in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,Welcome to our cozy boho home! We aim you to have a lovely time in Vancouver and feel like home. <br />Mi casa es tu casa.,124052402,Marta,,,,f,1,1,"Vancouver, British Columbia, Canada",West End,49.28709,-123.13615,Private room in rental unit,Private room,2,,,1.0,[],,2,30,2.0,30.0,0,0,0,0,27,0,4.78,4.85,4.78,4.92,5.0,5.0,4.79,f,1,0.34,2673
1508,30069730,Condo in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,Super central location. You are directly beside the sky train station and Rogers Arena. <br /><br />Major grocers on the same block include Costco and T&T. <br /><br />Both the seawall & historic Gastown are a short stroll away.<br /><br />Many restaurants & shops close by.,112082919,Angie,within a few hours,100%,97%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27815,-123.10628,Entire condo,Entire home/apt,2,,,1.0,[],$150.00,2,365,2.1,365.0,5,10,27,45,147,70,4.9,4.88,4.88,4.87,4.99,4.84,4.77,f,1,4.79,0
6500,1022689507699245578,Condo in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,"Across the street from Rogers Arena, be home enjoying a glass of wine around the fire table minutes after the event ends. Less than a minute walk to Stadium Skytrain Station, T&T Supermarket, Costco, International Village Mall / Tinseltown Cinemas with easy access to all areas of the city outside the front door. Plus a plethora of stores, restaurants, coffee shops and a large park and sports field just around the corner. <br /><br />Less than 5 minutes and you're either at the beautiful Vancouver Seawall, PARQ Casino/JW Marriott, Rogers Arena or BC Place Stadium, the trendy Gastown shopping/cafe/entertainment district, and the exciting historic Chinatown. <br /><br />If you choose to walk about 10-12 minutes instead of hopping on the train, you'll be in the heart of Yaletown or Downtown, depending on which direction you go in.<br /><br />The cruise ship terminal (Canada Place), Financial District & Convention Centre are all within an 8 minute train ride on the Skytrain line directly be",413425426,David,within an hour,100%,100%,t,1,2,"Vancouver, British Columbia, Canada",Downtown,49.27792,-123.1095,Entire condo,Entire home/apt,6,,,3.0,[],$552.00,2,28,2.1,28.0,0,0,0,0,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,3.75,3521
4219,751189910882177125,Home in Vancouver · 1 bedroom · 1 bed · 1 private bath,,484051894,Wenjun,within an hour,83%,100%,f,10,13,,Mount Pleasant,49.25875,-123.11292,Private room in home,Private room,2,,,1.0,[],$55.00,30,365,30.0,1125.0,30,60,90,365,0,0,,,,,,,,t,10,,0
5553,933340645873707778,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,"Welcome to South Granville, Vancouver's charming and vibrant neighborhood that effortlessly blends artistic flair with a sophisticated ambiance. South Granville offers a perfect balance of convenience, culture, and natural beauty.<br /><br />Our Airbnb in South Granville provides an ideal base for exploring the city's numerous attractions. Art enthusiasts will delight in the neighborhood's renowned art galleries, showcasing an impressive collection of contemporary and traditional artwork. Immerse yourself in the local culture by strolling along Granville Street, lined with trendy boutiques, charming cafes, and exquisite restaurants serving delectable cuisine from around the world.<br /><br />Nature lovers will appreciate the close proximity to the many parks in the area Scenic walking and biking trails along the waterfront seawall are a 25 minute walk or 5 minute drive away! Experience the vibrant energy of Granville Island Public Market, where you can sample fresh local produce, brows",197127241,Jacob,within an hour,100%,97%,t,26,33,"Vancouver, British Columbia, Canada",Fairview,49.26102,-123.14357,Entire rental unit,Entire home/apt,2,,,1.0,[],$82.00,30,365,30.0,365.0,0,0,11,286,2,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,26,0.53,2837
